              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  16 12 72  3.08 2.81 2.85
    0.00    0  0.00  19 13 69  3.08 2.81 2.85
    0.00    0  0.00  16 12 72  3.08 2.81 2.85
  105.39 1867 192.10  25 16 60  3.24 2.85 2.86
    0.00    0  0.00  18 13 70  3.24 2.85 2.86
    0.00    0  0.00  16 12 72  3.14 2.83 2.85
    7.43   10  0.08  15 11 73  3.14 2.83 2.85
    4.32   18  0.08  15 12 73  3.14 2.83 2.85
  104.38 1891 192.77  21 14 64  3.13 2.84 2.85
   25.33    1  0.04  14 12 74  3.13 2.84 2.85
    0.00    0  0.00  17 12 71  2.96 2.81 2.84
  289.73  274 77.65  19 13 68  2.96 2.81 2.84
   17.19   18  0.31  15 12 73  2.96 2.81 2.84
  105.52 1869 192.57  21 14 65  2.80 2.78 2.83
    9.67    6  0.06  18 14 68  2.80 2.78 2.83
    6.29    3  0.02  19 13 68  2.82 2.78 2.83
    0.00    0  0.00  14 12 74  2.82 2.78 2.83
    4.00    0  0.00  14 12 74  2.82 2.78 2.83
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  107.34 1836 192.43  19 13 68  2.83 2.78 2.83
    4.00   34  0.13  18 13 69  2.83 2.78 2.83
    0.00    0  0.00  16 12 72  2.84 2.79 2.83
    8.00    5  0.04  13 11 76  2.84 2.79 2.83
    8.00    1  0.01  17 13 70  2.84 2.79 2.83
  105.91 1577 163.12  20 14 66  2.78 2.77 2.83
  105.52  328 33.84  19 13 68  2.78 2.77 2.83
    0.00    0  0.00  15 12 73  2.63 2.74 2.82
  239.09  301 70.27  17 13 70  2.63 2.74 2.82
    0.00    0  0.00  16 12 72  2.63 2.74 2.82
  112.21  869 95.21  19 13 68  3.06 2.83 2.85
   98.35 1015 97.47  20 15 65  3.06 2.83 2.85
    0.00    0  0.00  16 12 71  2.90 2.80 2.84
    0.00    0  0.00  19 13 68  2.90 2.80 2.84
   14.58   15  0.22  17 12 71  2.90 2.80 2.84
   99.87 1040 101.43  24 14 62  2.74 2.77 2.83
  107.59  866 90.94  21 14 64  2.74 2.77 2.83
    0.00    0  0.00  19 13 68  2.60 2.74 2.82
   10.00    2  0.02  18 13 69  2.60 2.74 2.82
   14.40    2  0.04  13 11 76  2.60 2.74 2.82
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  104.19  612 62.26  13 12 75  2.80 2.78 2.83
  120.11 1342 157.38  18 13 69  2.80 2.78 2.83
   17.33    3  0.05  15 12 74  2.97 2.81 2.84
  217.26  240 51.02  14 12 74  2.97 2.81 2.84
    0.00    0  0.00  18 12 70  2.97 2.81 2.84
    6.86   17  0.12  16 12 72  3.21 2.87 2.86
  104.14 1895 192.69  21 14 65  3.21 2.87 2.86
    0.00    0  0.00  15 12 73  3.28 2.88 2.87
    0.00    0  0.00  13 11 76  3.28 2.88 2.87
    0.00    0  0.00  15 11 74  3.28 2.88 2.87
    0.00    0  0.00  13 11 76  3.57 2.95 2.89
  104.97 1879 192.63  18 13 69  3.57 2.95 2.89
    0.00    0  0.00  13 11 76  3.85 3.02 2.91
    6.55    5  0.04  13 11 76  3.85 3.02 2.91
   16.00    0  0.01  13 11 76  3.85 3.02 2.91
    0.00    0  0.00  13 11 76  3.70 3.00 2.91
  113.44 1910 211.59  18 13 69  3.70 3.00 2.91
   19.20    2  0.05  14 12 74  3.72 3.02 2.91
  259.80  232 58.85  18 12 70  3.72 3.02 2.91
    0.00    0  0.00  15 12 74  3.72 3.02 2.91
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 11 76  3.67 3.02 2.91
  105.25 1869 192.14  23 15 62  3.67 3.02 2.91
    5.78    4  0.03  16 12 73  3.69 3.03 2.92
    0.00    0  0.00  15 11 74  3.69 3.03 2.92
    0.00    0  0.00  14 11 75  3.69 3.03 2.92
    0.00    0  0.00  15 11 73  4.12 3.13 2.96
  105.60 1867 192.51  23 14 64  4.12 3.13 2.96
    4.00   21  0.08  15 11 74  3.87 3.10 2.94
    0.00    0  0.00  14 11 74  3.87 3.10 2.94
   16.00    0  0.01  15 11 74  3.87 3.10 2.94
    0.00    0  0.00  13 11 76  3.72 3.08 2.94
  111.21 1924 208.92  19 12 70  3.72 3.08 2.94
   12.12   17  0.20  13 11 76  3.74 3.09 2.94
  229.46  275 61.68  13 11 77  3.74 3.09 2.94
    0.00    0  0.00  13 10 77  3.74 3.09 2.94
   16.00    0  0.01  13 10 77  3.76 3.11 2.95
  104.44 1889 192.68  17 12 71  3.76 3.11 2.95
    4.00    3  0.01  14 11 75  4.42 3.26 3.00
    0.00    0  0.00  17 12 71  4.42 3.26 3.00
    0.00    0  0.00  19 12 69  4.42 3.26 3.00
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 10 76  4.55 3.30 3.02
  102.18 1594 159.08  16 11 73  4.55 3.30 3.02
  124.31  276 33.50  15 11 74  4.50 3.31 3.03
    7.06    8  0.06  13 11 77  4.50 3.31 3.03
    0.00    0  0.00  19 12 69  4.50 3.31 3.03
    0.00    0  0.00  15 11 74  4.54 3.34 3.04
  141.72  827 114.49  17 13 70  4.54 3.34 3.04
   97.23 1126 106.97  17 13 70  4.18 3.28 3.02
  214.22  237 49.57  13 10 77  4.18 3.28 3.02
    0.00    0  0.00  13 10 77  4.18 3.28 3.02
    4.00    4  0.02  13 10 77  3.92 3.25 3.01
  170.32  565 94.04  15 11 75  3.92 3.25 3.01
   76.86 1314 98.65  17 11 72  3.85 3.24 3.01
    0.00    0  0.00  13 10 77  3.85 3.24 3.01
   16.00    0  0.01  13 10 77  3.85 3.24 3.01
    0.00    0  0.00  13 10 77  3.62 3.20 2.99
   10.87  214  2.27  14 11 75  3.62 3.20 2.99
  115.39 1735 195.57  18 12 71  3.57 3.20 2.99
   18.67    3  0.05  13 10 77  3.57 3.20 2.99
    0.00    0  0.00  13 10 77  3.57 3.20 2.99
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 10 77  3.36 3.16 2.98
    0.00    0  0.00  13 10 77  3.36 3.16 2.98
  111.81 1914 208.95  19 12 69  3.58 3.21 3.00
  224.71  257 56.33  13 10 77  3.58 3.21 3.00
    0.00    0  0.00  13 10 77  3.58 3.21 3.00
   16.00    0  0.01  13 10 77  3.37 3.17 2.99
   12.62    6  0.08  13 10 76  3.37 3.17 2.99
  104.99 1875 192.20  19 12 69  3.26 3.15 2.98
    0.00    0  0.00  13 10 77  3.26 3.15 2.98
    7.00    2  0.01  14 10 76  3.26 3.15 2.98
   14.11   26  0.37  17 12 71  3.08 3.12 2.97
    0.00    0  0.00  16 12 72  3.08 3.12 2.97
  105.38 1871 192.52  27 15 58  3.23 3.15 2.98
    7.11    4  0.03  17 11 72  3.23 3.15 2.98
    0.00    0  0.00  22 12 66  3.23 3.15 2.98
    0.00    0  0.00  17 11 72  3.21 3.15 2.98
    4.00    0  0.00  15 11 74  3.21 3.15 2.98
  108.74 1912 203.00  19 12 70  3.12 3.13 2.98
  248.26  280 67.87  21 13 66  3.12 3.13 2.98
    0.00    0  0.00  13 10 76  3.12 3.13 2.98
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  18 11 71  3.11 3.12 2.98
   16.00    0  0.01  15 11 74  3.11 3.12 2.98
  104.74 1883 192.61  18 11 71  3.18 3.14 2.98
    4.00    3  0.01  14 11 75  3.18 3.14 2.98
    0.00    0  0.00  15 11 74  3.18 3.14 2.98
    6.79   33  0.22  14 11 75  3.32 3.17 2.99
    0.00    0  0.00  13 10 77  3.32 3.17 2.99
  113.00 1714 189.11  17 11 72  3.38 3.18 3.00
   22.38  158  3.46  14 11 74  3.38 3.18 3.00
    0.00    0  0.00  13 10 77  3.38 3.18 3.00
    4.57    3  0.02  14 10 76  3.27 3.16 2.99
    0.00    0  0.00  13 10 77  3.27 3.16 2.99
   93.78 1103 101.04  16 11 73  3.17 3.14 2.99
  154.50 1125 169.80  15 12 73  3.17 3.14 2.99
    0.00    0  0.00  13 10 77  3.17 3.14 2.99
    4.00    0  0.00  13 10 77  2.99 3.11 2.98
   22.67    3  0.07  13 10 77  2.99 3.11 2.98
  105.21  942 96.77  15 11 74  2.91 3.09 2.97
  104.76  937 95.84  16 11 73  2.91 3.09 2.97
    0.00    0  0.00  13 10 77  2.91 3.09 2.97
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 10 77  3.00 3.10 2.98
    0.00    0  0.00  13 10 77  3.00 3.10 2.98
  130.86  669 85.50  14 11 75  2.84 3.07 2.96
   90.35 1213 107.05  17 12 71  2.84 3.07 2.96
    0.00    0  0.00  13 10 77  2.84 3.07 2.96
    0.00    0  0.00  13 10 77  2.85 3.07 2.96
    0.00    0  0.00  13 10 77  2.85 3.07 2.96
   20.68   61  1.24  14 10 76  2.78 3.05 2.96
  132.55 2075 268.61  18 12 70  2.78 3.05 2.96
    6.38   44  0.28  13 10 77  2.78 3.05 2.96
    0.00    0  0.00  13 10 77  2.64 3.02 2.95
    9.60    2  0.02  13 10 77  2.64 3.02 2.95
   16.00    0  0.01  14 10 76  2.59 3.00 2.94
  105.33 1872 192.57  18 12 70  2.59 3.00 2.94
    0.00    0  0.00  13 10 77  2.59 3.00 2.94
    4.00    4  0.02  13 10 77  2.54 2.98 2.94
    0.00    0  0.00  13 10 77  2.54 2.98 2.94
    0.00    0  0.00  13 10 77  2.50 2.96 2.93
  105.00 1878 192.59  20 13 67  2.50 2.96 2.93
   10.00   10  0.10  16 11 72  2.50 2.96 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  21 12 67  2.86 3.03 2.95
    0.00    0  0.00  20 13 68  2.86 3.03 2.95
    0.00    0  0.00  19 12 69  3.03 3.06 2.96
  130.56 2114 269.59  23 13 64  3.03 3.06 2.96
    7.81   10  0.08  18 11 71  3.03 3.06 2.96
   34.00    1  0.03  23 13 65  2.95 3.05 2.96
   16.00    0  0.01  15 11 74  2.95 3.05 2.96
    5.60    5  0.03  14 10 76  2.87 3.03 2.95
  105.25 1874 192.58  18 12 70  2.87 3.03 2.95
    0.00    0  0.00  13 10 77  2.87 3.03 2.95
    0.00    0  0.00  13 10 77  2.88 3.03 2.95
    0.00    0  0.00  13 10 77  2.88 3.03 2.95
    0.00    0  0.00  13 10 77  3.05 3.06 2.96
  105.41 1870 192.55  19 12 70  3.05 3.06 2.96
    4.00    6  0.02  13 10 76  3.05 3.06 2.96
    0.00    0  0.00  14 10 76  2.89 3.03 2.95
    0.00    0  0.00  13 10 77  2.89 3.03 2.95
    0.00    0  0.00  13 10 77  2.73 2.99 2.94
  130.40 2117 269.63  17 11 71  2.73 2.99 2.94
    4.00    3  0.01  14 11 76  2.73 2.99 2.94
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    1  0.00  13 10 77  2.60 2.96 2.93
   16.00    0  0.01  13 10 77  2.60 2.96 2.93
    0.00    0  0.00  13 10 77  2.47 2.93 2.92
  136.10 1423 189.16  19 12 68  2.47 2.93 2.92
    8.03  478  3.75  18 13 69  2.47 2.93 2.92
   13.33    3  0.04  19 12 69  2.35 2.89 2.91
    4.00    0  0.00  15 10 75  2.35 2.89 2.91
    0.00    0  0.00  14 10 76  2.32 2.88 2.90
  111.76 1105 120.58  15 11 74  2.32 2.88 2.90
   96.08  767 72.00  16 11 73  2.32 2.88 2.90
    0.00    0  0.00  17 11 72  2.14 2.83 2.88
    0.00    0  0.00  17 11 72  2.14 2.83 2.88
    4.00    1  0.00  17 11 72  2.28 2.85 2.89
  145.91 1227 174.86  19 13 69  2.28 2.85 2.89
  104.76  935 95.63  21 13 65  2.28 2.85 2.89
    0.00    0  0.00  18 12 70  2.50 2.89 2.90
   16.00    0  0.01  23 14 62  2.50 2.89 2.90
    0.00    0  0.00  22 13 64  2.38 2.85 2.89
  263.21  353 90.72  22 13 64  2.38 2.85 2.89
   68.64 1518 101.78  21 14 65  2.38 2.85 2.89
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   13.20   10  0.13  17 13 71  2.67 2.91 2.91
    0.00    0  0.00  13 11 76  2.67 2.91 2.91
    0.00    0  0.00  14 11 75  2.70 2.91 2.91
   16.00    0  0.01  14 11 75  2.70 2.91 2.91
  104.73 1883 192.61  18 12 70  2.70 2.91 2.91
    0.00    0  0.00  12 10 77  2.96 2.96 2.93
    4.06  104  0.41  17 14 70  2.96 2.96 2.93
    8.00    4  0.04  18 16 66  2.96 2.96 2.93
  297.33  268 77.94  18 17 65  2.96 2.96 2.93
  105.30 1872 192.54  23 19 58  2.96 2.96 2.93
   32.00    2  0.06  15 14 71  2.89 2.94 2.92
    8.00    1  0.01  14 14 72  2.89 2.94 2.92
    6.67    6  0.04  15 14 71  3.38 3.04 2.96
    4.00    5  0.02  14 13 72  3.38 3.04 2.96
  105.30 1872 192.54  19 14 67  3.38 3.04 2.96
    0.00    0  0.00  11 10 79  3.10 2.99 2.94
    0.00    0  0.00  10  9 80  3.10 2.99 2.94
    0.00    0  0.00  11 10 79  2.94 2.96 2.93
   16.00    0  0.01  10 10 80  2.94 2.96 2.93
  105.16 1875 192.57  17 12 71  2.94 2.96 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  14 13 73  2.78 2.93 2.92
    4.00    6  0.02  12 11 78  2.78 2.93 2.92
    0.00    0  0.00  10  9 81  3.28 3.03 2.95
  281.83  283 77.78  12 11 77  3.28 3.03 2.95
  105.41 1871 192.56  18 13 69  3.28 3.03 2.95
    0.00    0  0.00  12 11 76  3.18 3.01 2.95
   10.00    1  0.01  11 11 78  3.18 3.01 2.95
    0.00    0  0.00  12 11 78  3.00 2.98 2.93
   16.00    1  0.02  13 12 75  3.00 2.98 2.93
  105.24 1869 192.13  18 13 69  3.00 2.98 2.93
    4.00    3  0.01  13 11 76  3.08 2.99 2.94
    0.00    0  0.00  13 12 75  3.08 2.99 2.94
    0.00    0  0.00  13 11 76  3.31 3.04 2.96
   16.00    0  0.01  14 13 73  3.31 3.04 2.96
  110.21 1786 192.23  20 13 67  3.31 3.04 2.96
    4.00   85  0.33  16 12 72  3.13 3.01 2.95
    0.00    0  0.00  14 11 74  3.13 3.01 2.95
   16.00    2  0.03  15 12 73  3.36 3.06 2.96
  318.63  249 77.60  13 12 76  3.36 3.06 2.96
  114.55 1687 188.73  16 11 73  3.36 3.06 2.96
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   19.65  186  3.56  13 11 76  3.65 3.12 2.99
   16.00    0  0.01  12 10 78  3.65 3.12 2.99
    4.41   14  0.06  12 11 78  3.52 3.10 2.98
    0.00    0  0.00  11 10 79  3.52 3.10 2.98
  136.33 1418 188.83  14 11 75  3.52 3.10 2.98
    8.45  454  3.75  13 11 76  3.64 3.14 2.99
    0.00    0  0.00  11 10 79  3.64 3.14 2.99
    0.00    0  0.00  11 10 79  3.58 3.13 2.99
   16.00    0  0.01  13 12 75  3.58 3.13 2.99
  114.30  852 95.07  15 11 74  3.58 3.13 2.99
   97.91 1020 97.56  15 12 73  3.70 3.16 3.00
    0.00    0  0.00  12 11 77  3.70 3.16 3.00
    4.00    5  0.02  13 11 76  3.72 3.18 3.01
  278.97  285 77.59  12 11 77  3.72 3.18 3.01
  122.51  630 75.41  13 11 76  3.72 3.18 3.01
   96.79 1239 117.14  16 12 71  3.82 3.21 3.02
   32.00    0  0.02  12 11 77  3.82 3.21 3.02
    7.50    4  0.03  12 11 77  3.60 3.17 3.01
    0.00    0  0.00  12 11 77  3.60 3.17 3.01
    0.00    0  0.00  12 11 77  3.60 3.17 3.01
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.30 1873 192.56  17 12 71  3.47 3.15 3.00
    0.00    0  0.00  12 10 78  3.47 3.15 3.00
    0.00    0  0.00  12 11 77  3.51 3.16 3.01
   16.00    0  0.01  12 11 77  3.51 3.16 3.01
    0.00    0  0.00  12 11 77  3.51 3.16 3.01
  105.27 1873 192.54  18 12 70  3.31 3.13 3.00
    0.00    0  0.00  12 11 77  3.31 3.13 3.00
   16.00    0  0.01  12 11 77  3.13 3.09 2.98
  319.73  249 77.73  12 11 77  3.13 3.09 2.98
    0.00    0  0.00  14 13 73  3.13 3.09 2.98
  105.38 1871 192.56  19 14 66  3.12 3.09 2.98
    7.00    2  0.01  14 12 74  3.12 3.09 2.98
    0.00    0  0.00  12 10 78  3.27 3.12 3.00
    0.00    0  0.00  13 10 77  3.27 3.12 3.00
    0.00    0  0.00  13 10 77  3.27 3.12 3.00
  105.30 1873 192.57  20 13 67  3.00 3.07 2.98
    0.00    0  0.00  10 10 80  3.00 3.07 2.98
    0.00    0  0.00  11 10 79  2.84 3.03 2.97
   16.00    0  0.01  11 11 78  2.84 3.03 2.97
    0.00    0  0.00  11 10 79  2.84 3.03 2.97
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.38 1871 192.57  17 13 70  3.02 3.07 2.98
    0.00    0  0.00  13 12 76  3.02 3.07 2.98
    9.54    6  0.06  13 11 76  2.93 3.05 2.97
  318.20  250 77.72  11 10 79  2.93 3.05 2.97
   16.00   15  0.24  10  9 80  2.93 3.05 2.97
  105.47 1869 192.53  16 12 72  2.78 3.01 2.96
    8.44    4  0.04  11 11 78  2.78 3.01 2.96
    0.00    0  0.00  11 10 79  2.64 2.98 2.95
    0.00    0  0.00  10 10 80  2.64 2.98 2.95
    0.00    0  0.00  10  9 80  2.64 2.98 2.95
  103.09 1918 193.05  16 11 73  2.43 2.93 2.93
    5.50    4  0.02  11 10 78  2.43 2.93 2.93
    0.00    0  0.00  10  9 80  2.47 2.93 2.93
   16.00    0  0.01  11 10 80  2.47 2.93 2.93
    0.00    0  0.00  11 10 79  2.47 2.93 2.93
  112.56 1721 189.14  14 10 75  2.59 2.95 2.94
   22.48  157  3.46  11 10 78  2.59 2.95 2.94
    0.00    0  0.00  10  9 81  2.55 2.93 2.93
  337.23  235 77.24  11 10 79  2.55 2.93 2.93
   16.00   15  0.24  11 10 79  2.55 2.93 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   96.29 1533 144.18  14 11 74  2.42 2.90 2.92
  134.84  368 48.51  13 11 77  2.42 2.90 2.92
    6.29    3  0.02  11 10 79  2.23 2.85 2.90
    0.00    0  0.00  11 10 79  2.23 2.85 2.90
    0.00    0  0.00  11 10 79  2.23 2.85 2.90
   85.27 1403 116.81  15 11 74  2.05 2.81 2.88
  164.93  469 75.58  13 11 76  2.05 2.81 2.88
    0.00    0  0.00  11 10 79  2.12 2.81 2.88
   16.00    0  0.01  11 11 78  2.12 2.81 2.88
    5.81   15  0.09  13 11 76  2.12 2.81 2.88
   79.80 1790 139.52  18 12 70  2.03 2.78 2.87
   94.66  619 57.19  14 12 74  2.03 2.78 2.87
    0.00    0  0.00  11 10 79  2.11 2.78 2.87
  262.25  305 78.23  11 10 78  2.11 2.78 2.87
   17.79  258  4.49  14 10 75  2.11 2.78 2.87
  101.50  999 99.00  17 11 72  2.34 2.82 2.89
   78.74 1295 99.60  19 12 69  2.34 2.82 2.89
    4.00   21  0.08  11  9 79  2.31 2.80 2.88
   17.60    7  0.13  12 10 78  2.31 2.80 2.88
   43.23  297 12.55  15 11 74  2.31 2.80 2.88
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  141.12  680 93.76  13 11 76  2.37 2.81 2.88
   69.75 1488 101.33  19 13 68  2.37 2.81 2.88
    0.00    0  0.00  13 11 76  2.26 2.78 2.87
    6.53   95  0.61  11 10 79  2.26 2.78 2.87
    6.19   37  0.23  12 10 78  2.16 2.75 2.86
   12.13  234  2.77  11 10 79  2.16 2.75 2.86
  118.54 1640 189.83  16 12 72  2.16 2.75 2.86
    0.00    0  0.00  11 10 79  2.15 2.73 2.85
  247.90  323 78.30  11 10 79  2.15 2.73 2.85
   13.79   19  0.26  11 10 78  2.05 2.71 2.84
    0.00    0  0.00  11 10 79  2.05 2.71 2.84
  104.84 1882 192.64  17 12 71  2.05 2.71 2.84
   18.00   15  0.26  10  9 80  2.05 2.69 2.84
    4.00    1  0.00  11 10 79  2.05 2.69 2.84
   12.00    1  0.02  12 11 77  1.96 2.67 2.83
    0.00    0  0.00  11 11 78  1.96 2.67 2.83
  104.46 1888 192.62  17 12 71  1.96 2.67 2.83
   10.73  136  1.43  13 10 77  1.97 2.65 2.82
   16.00    0  0.01  10 10 80  1.97 2.65 2.82
    0.00    0  0.00  12 10 78  2.05 2.66 2.82
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.05 2.66 2.82
  104.20 1889 192.19  16 11 73  2.05 2.66 2.82
    4.00    0  0.00  11 10 79  2.21 2.68 2.83
  342.70  232 77.80  11 10 79  2.21 2.68 2.83
   16.00   15  0.24  10  9 80  2.19 2.67 2.82
    0.00    0  0.00  11 10 80  2.19 2.67 2.82
  100.53 1966 192.98  17 13 69  2.19 2.67 2.82
    6.67    3  0.02  12 12 76  2.57 2.74 2.85
    0.00    0  0.00  14 12 74  2.57 2.74 2.85
    0.00    0  0.00  13 11 76  2.77 2.78 2.86
    4.00    0  0.00  12 10 78  2.77 2.78 2.86
  105.10 1877 192.62  16 12 72  2.77 2.78 2.86
    0.00    0  0.00  11 10 79  2.71 2.77 2.85
    5.00    6  0.03  12 10 78  2.71 2.77 2.85
    0.00    0  0.00  11 10 79  2.73 2.77 2.86
    0.00    0  0.00  11 10 79  2.73 2.77 2.86
   99.24 1992 193.03  17 12 72  2.73 2.77 2.86
    4.00    6  0.02  11 10 79  2.83 2.79 2.86
  351.08  226 77.46  11 10 79  2.83 2.79 2.86
    6.97   29  0.20  11 10 79  2.84 2.79 2.86
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.84 2.79 2.86
  102.72 1922 192.82  16 12 72  2.84 2.79 2.86
    4.00    3  0.01  11 11 78  3.02 2.83 2.87
    0.00    0  0.00  11 10 79  3.02 2.83 2.87
    0.00    0  0.00  11 10 79  3.02 2.83 2.88
    4.00    7  0.03  11 10 79  3.02 2.83 2.88
  126.13 1553 191.31  14 11 75  3.02 2.83 2.88
    4.00  317  1.24  13 11 76  2.77 2.78 2.86
   16.00    0  0.01  11 10 79  2.77 2.78 2.86
    0.00    0  0.00  11 10 79  2.79 2.79 2.86
    0.00    0  0.00  11 10 79  2.79 2.79 2.86
   93.20 1051 95.64  13 11 76  2.79 2.79 2.86
  120.57  821 96.71  14 11 75  2.65 2.76 2.85
  322.61  246 77.40  11 10 79  2.65 2.76 2.85
   15.18   17  0.25  11 10 79  2.68 2.76 2.85
    0.00    0  0.00  11 10 78  2.68 2.76 2.85
  126.21  769 94.77  13 11 76  2.68 2.76 2.85
   90.74 1104 97.81  14 11 74  2.86 2.80 2.86
    4.00    1  0.00  12 10 78  2.86 2.80 2.86
    0.00    0  0.00  11 10 79  2.71 2.77 2.85
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.71 2.77 2.85
   84.91  544 45.11  12 10 78  2.71 2.77 2.85
  113.64 1328 147.35  16 11 73  2.66 2.76 2.84
    6.40    2  0.02  12 10 78  2.66 2.76 2.84
    0.00    0  0.00  11 10 79  2.76 2.78 2.85
    0.00    0  0.00  11 10 79  2.76 2.78 2.85
    0.00    0  0.00  12 10 77  2.76 2.78 2.85
  105.19 1875 192.58  16 12 72  2.86 2.80 2.86
  337.52  236 77.66  11 10 79  2.86 2.80 2.86
   15.62   16  0.24  11 10 78  2.79 2.78 2.85
    0.00    0  0.00  11 10 79  2.79 2.78 2.85
   16.00    0  0.01  11 10 78  2.79 2.78 2.85
  104.84 1881 192.59  17 12 72  2.65 2.75 2.84
    0.00    0  0.00  11 10 79  2.65 2.75 2.84
   14.93   15  0.22  12 10 78  2.52 2.72 2.83
    0.00    0  0.00  11 10 79  2.52 2.72 2.83
    8.18   32  0.26  11 10 78  2.52 2.72 2.83
  104.98 1879 192.58  17 12 71  2.80 2.78 2.85
   16.00    0  0.01  11 10 79  2.80 2.78 2.85
    0.00    0  0.00  11 10 79  2.73 2.76 2.84
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.73 2.76 2.84
    0.00    0  0.00  11 10 80  2.73 2.76 2.84
  105.33 1869 192.23  17 12 71  2.75 2.77 2.84
  311.35  255 77.65  13 12 76  2.75 2.77 2.84
    5.05  177  0.87  19 15 66  3.09 2.84 2.87
    4.00    7  0.03  18 15 66  3.09 2.84 2.87
    5.36   22  0.12  18 16 66  3.09 2.84 2.87
  104.53 1887 192.64  24 19 56  3.73 2.97 2.91
   18.67    3  0.05  13 11 75  3.73 2.97 2.91
    0.00    0  0.00  12 11 77  3.67 2.97 2.91
    0.00    0  0.00  12 11 77  3.67 2.97 2.91
    4.00    0  0.00  12 10 77  3.67 2.97 2.91
  105.49 1865 192.10  17 12 71  3.53 2.96 2.91
    5.09    5  0.03  14 12 74  3.53 2.96 2.91
    0.00    0  0.00  11 10 79  3.65 2.99 2.92
    0.00    0  0.00  11 10 79  3.65 2.99 2.92
    4.00    1  0.00  12 11 77  3.65 2.99 2.92
  109.06 1803 192.00  17 12 72  3.52 2.97 2.91
  209.71  382 78.22  12 11 77  3.52 2.97 2.91
   16.00   15  0.24  12 11 77  3.64 3.01 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 11 77  3.64 3.01 2.93
   16.00    0  0.01  12 11 77  3.64 3.01 2.93
  115.41 1699 191.45  17 12 71  3.75 3.04 2.94
    4.00  169  0.66  14 11 74  3.75 3.04 2.94
    0.00    0  0.00  14 12 75  3.93 3.09 2.96
    0.00    0  0.00  13 11 76  3.93 3.09 2.96
    0.00    0  0.00  13 11 76  3.93 3.09 2.96
  123.70 1203 145.28  16 12 72  3.85 3.09 2.96
   71.52  675 47.15  16 13 72  3.85 3.09 2.96
    0.00    0  0.00  13 11 76  3.86 3.10 2.96
    0.00    0  0.00  12 10 78  3.86 3.10 2.96
    0.00    0  0.00  11 10 79  3.86 3.10 2.96
  126.53  767 94.75  15 12 73  3.71 3.08 2.96
  127.94 1406 175.69  17 13 70  3.71 3.08 2.96
   16.00   15  0.24  12 10 78  3.66 3.08 2.96
    0.00    0  0.00  12 11 77  3.66 3.08 2.96
   16.00    0  0.01  12 11 77  3.66 3.08 2.96
  243.23  382 90.83  13 11 76  3.52 3.06 2.95
   70.02 1488 101.72  17 12 71  3.52 3.06 2.95
    0.00    0  0.00  12 11 78  3.56 3.08 2.96
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 11 77  3.56 3.08 2.96
