              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 11 77  3.13 3.12 2.93
    0.00    0  0.00  11 12 77  3.60 3.22 2.97
    0.00    0  0.00  11 11 78  3.60 3.22 2.97
  119.54 1640 191.42  16 12 72  3.60 3.22 2.97
    4.00  234  0.91  12 12 76  3.40 3.18 2.96
   16.00    0  0.01  12 11 77  3.40 3.18 2.96
    0.00    0  0.00  11 11 78  3.36 3.18 2.96
    0.00    0  0.00  12 12 77  3.36 3.18 2.96
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  112.08 1736 190.03  16 12 72  3.36 3.18 2.96
   18.27  142  2.53  13 12 75  3.17 3.14 2.94
  301.80  264 77.67  11 11 77  3.17 3.14 2.94
    0.00    0  0.00  11 11 77  3.00 3.10 2.93
    8.00    1  0.01  12 12 76  3.00 3.10 2.93
  137.15 1403 187.87  14 12 74  3.00 3.10 2.93
   10.15  473  4.69  14 12 74  2.84 3.07 2.92
    0.00    0  0.00  12 12 76  2.84 3.07 2.92
    0.00    0  0.00  12 11 77  2.69 3.04 2.91
    0.00    0  0.00  11 11 77  2.69 3.04 2.91
  119.73  812 94.92  14 12 74  2.69 3.04 2.91
   90.07 1112 97.84  15 12 73  2.64 3.02 2.90
   16.00    0  0.01  12 12 77  2.64 3.02 2.90
    0.00    0  0.00  11 11 77  2.91 3.07 2.92
    0.00    0  0.00  11 11 77  2.91 3.07 2.92
   87.34  539 45.98  12 12 76  2.91 3.07 2.92
  111.08 1351 146.52  16 13 72  2.75 3.03 2.91
  250.92  318 78.03  11 12 77  2.75 3.03 2.91
    0.00    0  0.00  11 11 77  2.85 3.05 2.92
   16.00    0  0.01  12 12 77  2.85 3.05 2.92
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 11 77  2.85 3.05 2.92
  105.05 1877 192.57  17 13 70  2.94 3.06 2.92
    0.00    0  0.00  11 11 77  2.94 3.06 2.92
    0.00    0  0.00  11 11 77  2.95 3.06 2.92
    0.00    0  0.00  11 11 77  2.95 3.06 2.92
    0.00    0  0.00  11 11 78  2.95 3.06 2.92
  105.16 1875 192.58  17 13 71  3.43 3.16 2.96
   16.00    0  0.01  11 11 77  3.43 3.16 2.96
    0.00    0  0.00  11 11 78  3.32 3.14 2.95
    4.00    0  0.00  12 12 77  3.32 3.14 2.95
    0.00    0  0.00  11 11 78  3.32 3.14 2.95
  105.13 1876 192.55  16 13 71  3.45 3.17 2.96
  300.99  265 77.87  12 12 76  3.45 3.17 2.96
    0.00    0  0.00  11 11 77  3.42 3.17 2.96
   16.00    0  0.01  12 12 75  3.42 3.17 2.96
    0.00    0  0.00  11 11 77  3.42 3.17 2.96
  105.18 1875 192.55  16 13 71  3.38 3.17 2.96
    0.00    0  0.00  12 12 76  3.38 3.17 2.96
    0.00    0  0.00  11 11 77  3.19 3.13 2.95
    0.00    0  0.00  11 11 77  3.19 3.13 2.95
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    0  0.00  12 12 77  3.19 3.13 2.95
  104.75 1881 192.42  17 13 71  3.02 3.09 2.94
   16.00    0  0.01  12 12 76  3.02 3.09 2.94
    0.00    0  0.00  12 12 76  2.85 3.06 2.93
    0.00    0  0.00  12 11 77  2.85 3.06 2.93
    0.00    0  0.00  12 12 76  2.85 3.06 2.93
  104.78 1882 192.58  16 12 71  2.95 3.07 2.93
  283.67  281 77.83  12 12 75  2.95 3.07 2.93
    0.00    0  0.00  12 12 76  2.71 3.02 2.92
   16.00    0  0.01  12 12 76  2.71 3.02 2.92
    6.00    4  0.02  13 12 75  2.71 3.02 2.92
  107.09 1840 192.40  16 13 71  2.73 3.02 2.92
    4.00   33  0.13  13 12 75  2.73 3.02 2.92
    0.00    0  0.00  12 12 76  2.75 3.02 2.92
    0.00    0  0.00  12 12 76  2.75 3.02 2.92
    0.00    0  0.00  12 12 76  2.75 3.02 2.92
  136.13 1420 188.81  15 12 73  2.69 3.00 2.91
    8.47  454  3.76  14 13 74  2.69 3.00 2.91
    0.00    0  0.00  12 12 77  2.64 2.99 2.91
    0.00    0  0.00  12 12 76  2.64 2.99 2.91
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 12 77  2.64 2.99 2.91
   90.44 1085 95.82  15 13 72  2.75 3.00 2.91
  158.99 1124 174.53  17 14 69  2.75 3.00 2.91
    0.00    0  0.00  16 13 71  2.77 3.00 2.91
   16.00    0  0.01  15 13 72  2.77 3.00 2.91
    4.00   12  0.05  16 14 70  2.77 3.00 2.91
  125.09  776 94.77  16 13 70  2.70 2.99 2.91
   90.46 1107 97.82  17 14 69  2.70 2.99 2.91
    0.00    0  0.00  13 12 75  2.81 3.00 2.91
    4.00    6  0.03  13 12 75  2.81 3.00 2.91
    0.00    0  0.00  14 12 74  2.81 3.00 2.91
   85.84  538 45.08  14 13 73  2.82 3.00 2.91
  111.88 1350 147.50  17 13 69  2.82 3.00 2.91
    0.00    0  0.00  13 12 74  3.00 3.04 2.93
    0.00    0  0.00  13 12 75  3.00 3.04 2.93
    0.00    0  0.00  13 12 75  3.00 3.04 2.93
    0.00    0  0.00  14 12 74  3.16 3.07 2.94
  125.49 2209 270.73  18 14 69  3.16 3.07 2.94
    4.00    9  0.04  14 13 74  3.14 3.07 2.94
   16.00    0  0.01  13 12 74  3.14 3.07 2.94
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 74  3.14 3.07 2.94
    4.00    6  0.03  14 12 74  3.05 3.05 2.93
  104.62 1885 192.56  18 14 68  3.05 3.05 2.93
    0.00    0  0.00  13 12 75  3.21 3.08 2.94
    0.00    0  0.00  13 12 74  3.21 3.08 2.94
    0.00    0  0.00  14 12 74  3.21 3.08 2.94
    0.00    0  0.00  14 12 74  3.19 3.08 2.94
  104.21 1889 192.25  18 14 68  3.19 3.08 2.94
    0.00    0  0.00  13 12 75  3.42 3.13 2.96
    0.00    0  0.00  13 12 74  3.42 3.13 2.96
    0.00    0  0.00  13 12 75  3.42 3.13 2.96
    0.00    0  0.00  13 12 75  3.38 3.12 2.96
  129.06 2141 269.80  18 14 68  3.38 3.12 2.96
    0.00    0  0.00  13 12 75  3.27 3.11 2.96
    8.00    1  0.01  14 13 74  3.27 3.11 2.96
    6.00    4  0.02  13 12 74  3.27 3.11 2.96
    0.00    0  0.00  13 12 75  3.09 3.07 2.94
  105.27 1872 192.46  18 14 69  3.09 3.07 2.94
    5.38   13  0.07  14 12 74  2.92 3.04 2.93
    0.00    0  0.00  13 12 75  2.92 3.04 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 74  2.92 3.04 2.93
    0.00    0  0.00  13 12 75  3.09 3.07 2.94
  104.70 1883 192.52  18 13 69  3.09 3.07 2.94
    4.00    3  0.01  14 13 74  3.32 3.12 2.96
    0.00    0  0.00  13 12 75  3.32 3.12 2.96
    0.00    0  0.00  13 12 75  3.32 3.12 2.96
    0.00    0  0.00  14 12 74  3.54 3.16 2.98
  131.21 2104 269.63  17 13 70  3.54 3.16 2.98
    4.00   57  0.22  14 13 73  3.41 3.15 2.97
   16.00    0  0.01  14 13 74  3.41 3.15 2.97
    0.00    0  0.00  13 12 74  3.41 3.15 2.97
    0.00    0  0.00  14 12 74  3.38 3.14 2.97
  100.43 1619 158.75  16 13 71  3.38 3.14 2.97
  133.18  257 33.41  15 13 72  3.27 3.12 2.97
    0.00    0  0.00  14 12 74  3.27 3.12 2.97
    0.00    0  0.00  14 12 74  3.27 3.12 2.97
    0.00    0  0.00  13 12 74  3.25 3.12 2.97
  102.46 1055 105.57  16 13 71  3.25 3.12 2.97
  107.43  829 87.00  16 13 72  3.23 3.12 2.97
    4.00  437  1.71  17 15 67  3.23 3.12 2.97
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    7  0.03  17 15 67  3.23 3.12 2.97
    4.00    3  0.01  17 15 68  3.13 3.10 2.96
  170.41 1016 169.04  19 17 64  3.13 3.10 2.96
   89.48 1119 97.80  17 13 70  3.20 3.11 2.97
   16.00    0  0.01  14 13 74  3.20 3.11 2.97
    0.00    0  0.00  14 12 74  3.20 3.11 2.97
    0.00    0  0.00  13 12 75  3.10 3.10 2.96
  203.66  306 60.89  14 13 73  3.10 3.10 2.96
   83.36 1616 131.57  18 14 68  2.93 3.06 2.95
    0.00    0  0.00  14 12 74  2.93 3.06 2.95
    4.00    1  0.00  13 12 74  2.93 3.06 2.95
    0.00    0  0.00  14 12 74  2.78 3.03 2.94
   10.00    1  0.01  14 12 74  2.78 3.03 2.94
  104.76 1883 192.60  18 14 68  2.72 3.01 2.93
    0.00    0  0.00  13 12 75  2.72 3.01 2.93
    0.00    0  0.00  13 12 75  2.72 3.01 2.93
  833.08   29 23.99  13 12 74  2.58 2.98 2.92
  184.66  300 54.17  13 12 75  2.58 2.98 2.92
  105.18 1874 192.47  18 13 69  2.53 2.96 2.91
   10.00    1  0.01  13 12 74  2.53 2.96 2.91
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    6.29    3  0.02  13 12 75  2.53 2.96 2.91
    0.00    0  0.00  13 12 75  2.49 2.94 2.91
    0.00    0  0.00  13 12 74  2.49 2.94 2.91
  105.18 1874 192.51  18 13 69  2.77 2.99 2.93
    0.00    0  0.00  13 12 75  2.77 2.99 2.93
    0.00    0  0.00  13 12 75  2.77 2.99 2.93
    0.00    0  0.00  13 12 75  2.63 2.96 2.92
   16.00    0  0.01  14 13 74  2.63 2.96 2.92
  104.99 1878 192.55  18 13 69  2.58 2.94 2.91
    0.00    0  0.00  14 12 74  2.58 2.94 2.91
    0.00    0  0.00  13 12 74  2.58 2.94 2.91
 1003.10   24 23.94  13 12 75  2.45 2.91 2.90
  227.47  242 53.85  13 13 74  2.45 2.91 2.90
  105.29 1872 192.54  18 14 68  2.41 2.90 2.89
    5.71    3  0.02  13 13 74  2.41 2.90 2.89
    0.00    0  0.00  13 12 74  2.41 2.90 2.89
    4.00    2  0.01  13 12 75  2.46 2.90 2.89
    0.00    0  0.00  13 12 74  2.46 2.90 2.89
  105.51 1869 192.53  18 13 69  2.50 2.90 2.89
    4.00    3  0.01  14 13 74  2.50 2.90 2.89
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 75  2.50 2.90 2.89
    0.00    0  0.00  14 12 74  2.54 2.90 2.90
   16.00    0  0.01  14 12 74  2.54 2.90 2.90
  109.78 1789 191.81  17 13 70  2.74 2.93 2.91
    4.00   87  0.34  15 13 72  2.74 2.93 2.91
    0.00    0  0.00  14 12 74  2.74 2.93 2.91
  768.00   32 23.99  14 12 74  2.76 2.94 2.91
  232.23  237 53.82  14 13 74  2.76 2.94 2.91
  124.12 1300 157.53  16 13 71  2.94 2.97 2.92
   62.21  570 34.65  16 13 70  2.94 2.97 2.92
    0.00    0  0.00  14 13 73  2.94 2.97 2.92
    0.00    0  0.00  14 12 74  2.94 2.97 2.92
    0.00    0  0.00  14 12 74  2.94 2.97 2.92
   97.64 1001 95.48  16 13 72  3.19 3.02 2.94
  113.68  871 96.69  16 13 71  3.19 3.02 2.94
    0.00    0  0.00  13 12 74  3.19 3.02 2.94
    0.00    0  0.00  13 12 75  3.09 3.00 2.93
   16.00    0  0.01  14 12 74  3.09 3.00 2.93
  139.62  688 93.79  14 12 73  3.09 3.00 2.93
   85.37 1185 98.78  17 13 70  3.09 3.00 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 74  3.09 3.00 2.93
  945.23   26 23.99  13 12 75  3.00 2.99 2.93
  225.98  244 53.94  13 12 75  3.00 2.99 2.93
   11.93  241  2.81  14 13 73  3.24 3.04 2.94
  115.96 1677 189.92  18 14 69  3.24 3.04 2.94
    4.21   39  0.16  13 12 74  3.24 3.04 2.94
    0.00    0  0.00  14 12 74  3.22 3.03 2.94
    0.00    0  0.00  13 12 75  3.22 3.03 2.94
    0.00    0  0.00  14 12 74  3.04 3.00 2.93
  104.35 1890 192.59  18 13 69  3.04 3.00 2.93
    0.00    0  0.00  13 12 75  3.04 3.00 2.93
    5.48  155  0.83  14 13 73  2.96 2.98 2.93
   16.00    0  0.01  13 12 74  2.96 2.98 2.93
    0.00    0  0.00  13 12 75  2.96 2.98 2.93
  104.89 1880 192.58  18 13 69  2.96 2.98 2.93
    4.00    3  0.01  13 12 75  2.96 2.98 2.93
  893.67   27 23.99  13 12 74  2.80 2.95 2.91
  243.35  225 53.45  13 13 74  2.80 2.95 2.91
    0.00    0  0.00  13 12 75  2.58 2.90 2.90
   99.00 1999 193.31  18 14 68  2.58 2.90 2.90
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 75  2.58 2.90 2.90
    0.00    0  0.00  13 12 75  2.53 2.89 2.89
    0.00    0  0.00  13 12 74  2.53 2.89 2.89
    0.00    0  0.00  13 12 74  2.89 2.95 2.92
  104.44 1888 192.60  18 13 69  2.89 2.95 2.92
    0.00    0  0.00  13 13 74  2.89 2.95 2.92
    0.00    0  0.00  13 12 75  2.74 2.92 2.90
    5.50    4  0.02  13 12 74  2.74 2.92 2.90
    0.00    0  0.00  13 12 75  2.68 2.91 2.90
  105.26 1873 192.49  18 13 69  2.68 2.91 2.90
    4.00    3  0.01  13 13 74  2.68 2.91 2.90
 1003.10   24 23.94  13 12 75  2.94 2.96 2.92
  249.85  220 53.67  13 13 74  2.94 2.96 2.92
    0.00    0  0.00  14 13 74  2.95 2.96 2.92
  105.24 1873 192.55  18 14 68  2.95 2.96 2.92
    4.00    3  0.01  13 13 74  2.95 2.96 2.92
    0.00    0  0.00  13 12 75  3.19 3.01 2.93
    0.00    0  0.00  13 12 75  3.19 3.01 2.93
    0.00    0  0.00  13 12 76  3.02 2.97 2.92
  107.81 1663 175.10  16 12 71  3.02 2.97 2.92
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   82.27  217 17.47  15 13 73  3.02 2.97 2.92
    0.00    0  0.00  13 12 74  2.78 2.92 2.91
   16.00    0  0.01  14 12 74  2.78 2.92 2.91
    0.00    0  0.00  14 12 74  2.79 2.92 2.91
  125.09 1224 149.51  16 13 71  2.79 2.92 2.91
   65.89  664 42.74  16 13 71  2.79 2.92 2.91
  833.08   29 23.99  13 12 75  2.65 2.89 2.89
  213.44  259 53.98  14 13 74  2.65 2.89 2.89
    4.00    1  0.00  13 12 74  2.44 2.84 2.88
  113.85  853 94.86  16 13 71  2.44 2.84 2.88
   97.56 1023 97.50  16 13 71  2.44 2.84 2.88
    0.00    0  0.00  13 12 74  2.32 2.81 2.87
    0.00    0  0.00  14 12 74  2.32 2.81 2.87
    0.00    0  0.00  13 12 74  2.22 2.78 2.85
  115.64  717 81.01  16 14 71  2.22 2.78 2.85
   98.25 1163 111.56  17 13 69  2.22 2.78 2.85
    0.00    0  0.00  13 12 75  2.28 2.79 2.86
   16.00    0  0.01  14 12 74  2.28 2.79 2.86
    0.00    0  0.00  14 12 74  2.50 2.82 2.87
   15.66   88  1.34  14 12 74  2.50 2.82 2.87
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  108.53 1800 190.83  18 14 68  2.50 2.82 2.87
  302.01  173 51.01  13 12 75  2.46 2.81 2.86
  228.12  121 26.95  13 12 75  2.46 2.81 2.86
    4.00    1  0.00  13 12 74  2.82 2.88 2.89
    4.63    9  0.04  13 12 74  2.82 2.88 2.89
  104.13 1894 192.58  18 13 69  2.82 2.88 2.89
    0.00    0  0.00  13 12 74  2.67 2.85 2.88
    0.00    0  0.00  13 12 74  2.67 2.85 2.88
    0.00    0  0.00  13 12 75  2.62 2.83 2.87
    0.00    0  0.00  14 12 74  2.62 2.83 2.87
  104.64 1884 192.55  18 14 68  2.62 2.83 2.87
    0.00    0  0.00  14 12 74  2.41 2.79 2.85
   38.67    1  0.06  13 12 74  2.41 2.79 2.85
    0.00    0  0.00  13 12 75  2.54 2.81 2.86
    0.00    0  0.00  14 12 74  2.54 2.81 2.86
  103.79 1901 192.65  18 14 68  2.54 2.81 2.86
  323.51  245 77.37  13 12 75  2.65 2.83 2.87
    9.55   75  0.70  13 12 74  2.65 2.83 2.87
    0.00    0  0.00  13 12 75  2.84 2.86 2.88
   16.00    0  0.01  13 12 75  2.84 2.86 2.88
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.27 1873 192.50  18 14 68  2.84 2.86 2.88
    0.00    0  0.00  13 12 75  3.01 2.90 2.89
    0.00    0  0.00  13 12 74  3.01 2.90 2.89
    0.00    0  0.00  14 13 73  3.17 2.93 2.90
    0.00    0  0.00  15 13 72  3.17 2.93 2.90
  105.21 1872 192.32  19 14 67  3.17 2.93 2.90
    4.00    3  0.01  15 13 72  3.16 2.93 2.90
    5.33    4  0.02  14 12 74  3.16 2.93 2.90
    0.00    0  0.00  15 12 73  3.15 2.93 2.90
    0.00    0  0.00  15 12 73  3.15 2.93 2.90
  105.26 1873 192.48  17 13 70  3.15 2.93 2.90
  275.21  289 77.60  16 15 69  3.45 3.00 2.93
   14.94   17  0.25  15 13 72  3.45 3.00 2.93
    0.00    0  0.00  15 14 71  3.42 3.00 2.93
    9.44   18  0.17  15 14 71  3.42 3.00 2.93
   98.88 1509 145.66  18 14 68  3.42 3.00 2.93
  129.30  371 46.78  16 15 69  3.22 2.97 2.92
    0.00    0  0.00  16 14 71  3.22 2.97 2.92
    0.00    0  0.00  14 13 73  3.21 2.97 2.92
    0.00    0  0.00  14 13 73  3.21 2.97 2.92
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  124.38 1205 146.31  16 14 71  3.21 2.97 2.92
   70.30  673 46.23  18 15 66  3.19 2.97 2.92
   10.00    1  0.01  15 14 71  3.19 2.97 2.92
    0.00    0  0.00  15 13 72  3.09 2.95 2.91
    0.00    0  0.00  15 14 70  3.09 2.95 2.91
  125.79  771 94.74  16 14 70  3.09 2.95 2.91
  131.26 1367 175.27  18 15 67  3.01 2.94 2.91
   15.62   16  0.24  14 13 73  3.01 2.94 2.91
    6.34   43  0.27  14 13 74  3.33 3.00 2.93
   32.00    0  0.02  14 13 74  3.33 3.00 2.93
  178.65  538 93.84  15 13 71  3.33 3.00 2.93
   75.49 1339 98.73  17 14 69  3.22 2.99 2.92
    0.00    0  0.00  14 14 72  3.22 2.99 2.92
    0.00    0  0.00  14 13 73  3.04 2.95 2.91
    0.00    0  0.00  13 13 74  3.04 2.95 2.91
   17.62   97  1.67  14 13 74  3.04 2.95 2.91
  109.74 1781 190.88  17 13 70  3.12 2.97 2.92
   44.00    2  0.09  13 12 74  3.12 2.97 2.92
    0.00    0  0.00  14 12 73  3.43 3.04 2.94
    0.00    0  0.00  13 12 74  3.43 3.04 2.94
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 75  3.43 3.04 2.94
  129.04 2142 269.99  18 14 68  3.39 3.04 2.94
    9.56   27  0.25  13 12 75  3.39 3.04 2.94
    0.00    0  0.00  13 12 75  3.20 3.00 2.93
   16.00    0  0.01  13 13 74  3.20 3.00 2.93
    0.00    0  0.00  13 12 75  3.20 3.00 2.93
  104.16 1893 192.58  18 14 68  3.35 3.03 2.94
    0.00    0  0.00  13 12 75  3.35 3.03 2.94
    4.00    1  0.00  14 12 74  3.24 3.02 2.94
    0.00    0  0.00  13 13 74  3.24 3.02 2.94
    0.00    0  0.00  13 12 75  3.24 3.02 2.94
  104.32 1890 192.58  18 13 69  3.30 3.03 2.94
   16.00    0  0.01  14 12 74  3.30 3.03 2.94
    0.00    0  0.00  13 12 75  3.27 3.03 2.94
    0.00    0  0.00  14 13 73  3.27 3.03 2.94
    8.62    6  0.05  15 12 73  3.27 3.03 2.94
  126.36 2189 270.08  18 14 68  3.41 3.06 2.95
   16.00   15  0.24  14 12 74  3.41 3.06 2.95
    4.00    0  0.00  13 12 75  3.22 3.03 2.94
   16.00    0  0.01  14 12 73  3.22 3.03 2.94
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    0  0.00  14 12 74  3.22 3.03 2.94
  105.10 1876 192.54  19 14 67  3.04 3.00 2.93
    4.00    3  0.01  13 12 74  3.04 3.00 2.93
   18.86    7  0.13  14 12 73  3.04 3.00 2.93
    0.00    0  0.00  13 12 74  3.04 3.00 2.93
    4.00    0  0.00  13 12 75  3.04 3.00 2.93
  105.23 1873 192.52  18 13 69  3.27 3.05 2.95
    5.71    3  0.02  14 13 73  3.27 3.05 2.95
    0.00    0  0.00  14 12 74  3.09 3.01 2.94
    0.00    0  0.00  13 12 75  3.09 3.01 2.94
    4.00    0  0.00  13 12 75  3.09 3.01 2.94
  149.20 1848 269.33  17 13 70  3.08 3.01 2.94
    4.56  332  1.48  14 13 73  3.08 3.01 2.94
    0.00    0  0.00  13 12 75  2.92 2.98 2.92
    8.00    1  0.01  14 13 74  2.92 2.98 2.92
    6.29    3  0.02  13 12 75  2.92 2.98 2.92
   89.32 1431 124.78  16 13 71  2.76 2.94 2.91
  155.28  447 67.77  16 13 71  2.76 2.94 2.91
    0.00    0  0.00  13 12 75  2.62 2.91 2.90
    0.00    0  0.00  14 12 74  2.62 2.91 2.90
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  14 12 74  2.62 2.91 2.90
   97.35 1006 95.66  16 13 71  2.49 2.88 2.89
  112.87  879 96.92  17 13 70  2.49 2.88 2.89
    0.00    0  0.00  14 12 74  2.45 2.86 2.88
    0.00    0  0.00  14 12 74  2.45 2.86 2.88
    0.00    0  0.00  14 12 74  2.45 2.86 2.88
  170.09  853 141.64  14 13 73  2.58 2.88 2.89
  101.53 1299 128.77  17 13 70  2.58 2.88 2.89
    0.00    0  0.00  14 12 74  2.77 2.92 2.90
   16.00    0  0.01  13 12 75  2.77 2.92 2.90
    6.00    2  0.01  14 12 73  2.77 2.92 2.90
    0.00    0  0.00  14 12 74  2.95 2.95 2.92
  105.07 1872 192.10  17 13 69  2.95 2.95 2.92
    0.00    0  0.00  14 12 74  3.03 2.97 2.92
    0.00    0  0.00  13 12 74  3.03 2.97 2.92
    0.00    0  0.00  13 12 74  3.03 2.97 2.92
    0.00    0  0.00  14 12 74  3.11 2.99 2.93
  104.94 1879 192.54  18 14 68  3.11 2.99 2.93
    0.00    0  0.00  13 12 74  3.42 3.05 2.95
    0.00    0  0.00  14 12 74  3.42 3.05 2.95
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00   42  0.17  13 12 75  3.42 3.05 2.95
  255.99  312 77.98  13 12 74  3.39 3.05 2.95
  104.29 1888 192.32  18 14 68  3.39 3.05 2.95
   12.95  166  2.10  17 13 70  3.44 3.07 2.96
   18.25  122  2.17  20 13 67  3.44 3.07 2.96
    0.00    0  0.00  13 12 74  3.44 3.07 2.96
    0.00    0  0.00  13 12 75  3.32 3.05 2.95
  105.04 1877 192.51  18 14 68  3.32 3.05 2.95
    0.00    0  0.00  13 12 75  3.29 3.05 2.95
    0.00    0  0.00  13 12 75  3.29 3.05 2.95
    0.00    0  0.00  14 12 75  3.29 3.05 2.95
    0.00    0  0.00  13 12 74  3.35 3.06 2.96
  104.51 1887 192.56  19 14 68  3.35 3.06 2.96
    0.00    0  0.00  13 12 75  3.48 3.10 2.97
    0.00    0  0.00  13 12 75  3.48 3.10 2.97
    0.00    0  0.00  14 12 74  3.48 3.10 2.97
  306.77  261 78.17  13 12 74  3.68 3.14 2.99
  104.45 1888 192.57  18 13 69  3.68 3.14 2.99
    4.00    3  0.01  14 13 73  3.55 3.12 2.98
   16.00    0  0.01  13 12 74  3.55 3.12 2.98
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    6.29    3  0.02  13 12 74  3.55 3.12 2.98
    0.00    0  0.00  14 12 74  3.58 3.14 2.99
  111.80 1743 190.25  17 13 70  3.58 3.14 2.99
   16.80  133  2.18  15 13 72  3.46 3.12 2.98
    0.00    0  0.00  13 12 75  3.46 3.12 2.98
    0.00    0  0.00  13 12 75  3.46 3.12 2.98
    0.00    0  0.00  14 12 74  3.34 3.10 2.97
  135.20 1433 189.15  16 13 71  3.34 3.10 2.97
    7.81  446  3.40  15 12 73  3.31 3.10 2.97
    4.00    8  0.03  14 12 73  3.31 3.10 2.97
    0.00    0  0.00  14 12 74  3.31 3.10 2.97
  308.17  258 77.77  14 12 74  3.13 3.06 2.96
  138.38 1391 187.97  16 13 71  3.13 3.06 2.96
    9.73  508  4.83  16 13 71  3.20 3.08 2.97
   16.00    0  0.01  14 13 73  3.20 3.08 2.97
    0.00    0  0.00  14 12 74  3.20 3.08 2.97
    0.00    0  0.00  14 12 74  3.18 3.08 2.97
  124.77  778 94.78  16 13 71  3.18 3.08 2.97
   90.57 1106 97.80  17 13 70  2.93 3.03 2.95
    0.00    0  0.00  13 12 74  2.93 3.03 2.95
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  14 12 74  2.93 3.03 2.95
    0.00    0  0.00  13 12 75  2.77 2.99 2.94
   54.21  462 24.45  14 13 73  2.77 2.99 2.94
  121.60 1416 168.10  17 13 70  2.63 2.96 2.93
    0.00    0  0.00  14 12 74  2.63 2.96 2.93
    0.00    0  0.00  14 12 74  2.63 2.96 2.93
  307.62  258 77.61  13 12 75  2.66 2.96 2.93
   16.00   15  0.24  13 12 74  2.66 2.96 2.93
  104.89 1880 192.58  18 14 68  2.53 2.93 2.92
    7.00    2  0.01  13 13 74  2.53 2.93 2.92
    0.00    0  0.00  13 12 75  2.53 2.93 2.92
    0.00    0  0.00  14 12 74  2.40 2.89 2.90
    0.00    0  0.00  13 12 75  2.40 2.89 2.90
  104.96 1878 192.53  18 14 68  2.29 2.86 2.89
    0.00    0  0.00  14 12 74  2.29 2.86 2.89
    0.00    0  0.00  13 12 75  2.29 2.86 2.89
    0.00    0  0.00  14 12 74  2.67 2.93 2.92
   16.00    0  0.01  13 12 75  2.67 2.93 2.92
  102.35 1929 192.76  18 13 69  2.61 2.92 2.91
    0.00    0  0.00  14 12 74  2.61 2.92 2.91
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 75  2.61 2.92 2.91
  243.82  326 77.65  13 12 75  2.56 2.90 2.91
   15.62   16  0.24  14 12 74  2.56 2.90 2.91
  105.01 1872 191.99  18 13 69  2.68 2.92 2.91
    8.00    1  0.01  14 12 74  2.68 2.92 2.91
    6.00    4  0.02  13 12 75  2.68 2.92 2.91
    0.00    0  0.00  14 12 74  2.54 2.89 2.90
    0.00    0  0.00  14 12 74  2.54 2.89 2.90
  105.18 1875 192.54  18 13 69  2.42 2.85 2.89
    7.37   19  0.14  14 12 74  2.42 2.85 2.89
    4.00    2  0.01  14 12 75  2.42 2.85 2.89
    0.00    0  0.00  13 12 76  2.31 2.82 2.88
   16.00    0  0.01  12 11 76  2.31 2.82 2.88
  104.85 1881 192.58  18 13 69  2.36 2.83 2.88
    4.00    3  0.01  14 13 74  2.36 2.83 2.88
    0.00    0  0.00  14 12 74  2.36 2.83 2.88
  302.81  262 77.57  13 12 75  2.41 2.83 2.88
   16.00   15  0.24  13 12 75  2.41 2.83 2.88
  109.00 1801 191.70  18 13 69  2.46 2.83 2.88
